mode,explained_variance_ratio,explained_variance_percent
1,0.9618114203841712,96.18114203841712
2,0.016284908750938524,1.6284908750938525
3,0.008467003558599476,0.8467003558599476
4,0.0046295598914339285,0.46295598914339287
5,0.001567185445187356,0.1567185445187356
