mode,explained_variance_ratio,explained_variance_percent
1,0.5273843371316931,52.73843371316931
2,0.17676368051322908,17.676368051322907
3,0.08217195113659163,8.217195113659164
4,0.04790011589998137,4.790011589998136
5,0.02720717097540281,2.720717097540281
