common_months,regional_r,regional_p,regional_r2_percent,valid_pixels,significant_pixels_p_lt_0_05,significant_fraction_percent,median_r,median_r2_percent,min_samples
249,-0.8916394875283323,5.631547285884916e-87,79.50209757197871,2440,2301,94.30327868852459,-0.3534603718516005,12.493424467163141,24
