mode,explained_variance_ratio,explained_variance_percent
1,0.874950263678473,87.49502636784729
2,0.07173380263189554,7.173380263189554
3,0.02127166601192017,2.127166601192017
4,0.009078645261213778,0.9078645261213778
5,0.0071080642746579326,0.7108064274657933
