mode,explained_variance_ratio,explained_variance_percent
1,0.39730765656117556,39.730765656117555
2,0.13196439424756468,13.196439424756468
3,0.09690986592449259,9.69098659244926
4,0.07476203575557552,7.476203575557553
5,0.046604544424880295,4.66045444248803
